WGD ID	Phylogenetic location	Species	KS peak	Credible range	Posterior Mean	Posterior Median	Posterior Mode	90% HPD	Consensus Peak	Consensus Mean	90% HCR	Full_Species	Crown_ages	Stem_ages	90%_HCR_Lower	90%_HCR_Higher	Crown_ages_Lower	Crown_ages_Higher	Stem_ages_Lower	Stem_ages_Higher
POAC	Poaceae	Secale_cereale	0.91	0.52-1.66	55.2	55.14	55.16	41.85-68.80	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Sorghum_bicolor	1.0	0.56-1.92	54.64	55.01	56.58	40.78-69.09	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Setaria_viridis	0.9	0.52-1.66	52.29	52.22	52.72	38.23-65.67	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Aegilops_tauschii	0.82	0.45-2.16	53.45	53.17	52.76	39.74-66.62	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Hordeum_vulgare	0.8	0.51-1.86	53.76	53.67	53.79	40.01-67.18	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Leersia_perrieri	0.95	0.57-1.62	51.74	51.75	51.96	37.44-65.57	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Pennisetum_glaucum	0.88	0.56-2.05	54.03	54.26	55.81	39.21-68.09	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Dichanthelium_oligosanthes	0.85	0.54-1.41	52.09	51.92	50.78	37.94-66.93	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Oropetium_thomaeum	1.2	0.54-3.00	58.02	58.05	57.44	44.85-70.77	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
POAC	Poaceae	Olyra_latifolia	0.76	0.41-1.62	49.69	49.45	49.39	35.90-63.06	53.39	53.45	44.85-63.06	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia	71.82920000000001	84.70960000000001	44.85	63.06	58.5239	85.2422	70.0424	97.5727
ZEAM	Zea mays	Zea_mays	0.16	0.09-0.40	17.59	17.0	16.05	10.74-24.23	16.05	17.59	10.74-24.23	Zea_mays	-9.999999996956888e-05	23.60200000000001	10.74	24.23	0.0	35.1929	13.485700000000001	35.1929
POAL	Poales	Ananas_comosus	1.03	0.55-3.00	78.13	78.18	78.2	68.48-87.45	78.56	78.55	69.32 - 87.45	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia, Rhynchospora_breviuscula, Rhynchospora_pubera, Rhynchospora_tenuis, Carex_cristatella, Carex_scoparia, Juncus_effusus, Juncus_inflexus, Ananas_comosus	92.99680000000001	101.2218	69.32	87.45	79.452	105.58000000000001	89.7106	112.352
POAL	Poales	Juncus_inflexus	2.14	1.10-3.00	77.04	77.22	76.74	64.10-89.63	78.56	78.55	69.32 - 87.45	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia, Rhynchospora_breviuscula, Rhynchospora_pubera, Rhynchospora_tenuis, Carex_cristatella, Carex_scoparia, Juncus_effusus, Juncus_inflexus, Ananas_comosus	92.99680000000001	101.2218	69.32	87.45	79.452	105.58000000000001	89.7106	112.352
POAL	Poales	Carex_scoparia	2.41	1.36-3.00	78.01	78.24	78.23	66.78-89.96	78.56	78.55	69.32 - 87.45	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia, Rhynchospora_breviuscula, Rhynchospora_pubera, Rhynchospora_tenuis, Carex_cristatella, Carex_scoparia, Juncus_effusus, Juncus_inflexus, Ananas_comosus	92.99680000000001	101.2218	69.32	87.45	79.452	105.58000000000001	89.7106	112.352
POAL	Poales	Rhynchospora_breviuscula	2.44	1.43-3.00	81.02	81.19	81.29	69.32-93.36	78.56	78.55	69.32 - 87.45	Hordeum_vulgare, Secale_cereale, Triticum_turgidum, Aegilops_tauschii, Triticum_aestivum, Thinopyrum_intermedium, Avena_insularis, Avena_sativa, Brachypodium_hybridum, Brachypodium_distachyon, Achnatherum_splendens, Bonia_amplexicaulis, Guadua_angustifolia, Olyra_latifolia, Raddia_guianensis, Oryza_rufipogon, Oryza_sativa, Oryza_glaberrima, Oryza_punctata, Leersia_perrieri, Zizania_latifolia, Zizania_palustris, Miscanthus_lutarioriparius, Saccharum_officinarum, Sorghum_bicolor, Bothriochloa_decipiens, Zea_mays, Dichanthelium_oligosanthes, Echinochloa_crus-galli, Setaria_viridis, Setaria_italica, Pennisetum_glaucum, Panicum_virgatum, Oropetium_thomaeum, Zoysia_japonica, Zoysia_matrella, Eragrostis_tef, Eragrostis_nindensis, Phragmites_australis, Pharus_latifolius, Streptochaeta_angustifolia, Rhynchospora_breviuscula, Rhynchospora_pubera, Rhynchospora_tenuis, Carex_cristatella, Carex_scoparia, Juncus_effusus, Juncus_inflexus, Ananas_comosus	92.99680000000001	101.2218	69.32	87.45	79.452	105.58000000000001	89.7106	112.352
MUSA a	Musaceae	Ensete_glaucum	0.52	0.26-1.02	48.37	48.54	48.4	32.45-63.83	48.36	48.52	34.57-63.83	Ensete_ventricosum, Ensete_glaucum, Musa_balbisiana, Musa_acuminata	36.81860000000001	58.61510000000001	34.57	63.83	19.9791	54.6984	39.191900000000004	79.5379
MUSA a	Musaceae	Musa_balbisiana	0.5	0.25-1.01	48.68	48.45	48.36	34.57-64.32	48.36	48.52	34.57-63.83	Ensete_ventricosum, Ensete_glaucum, Musa_balbisiana, Musa_acuminata	36.81860000000001	58.61510000000001	34.57	63.83	19.9791	54.6984	39.191900000000004	79.5379
MUSA b	Zingiberales	Ensete_glaucum	1.1	0.59-2.55	69.38	70.01	70.92	57.11-81.05	72.94	72.06	64.97-81.05	Wurfbainia_villosa, Lanxangia_tsaoko, Zingiber_officinale, Ensete_ventricosum, Ensete_glaucum, Musa_balbisiana, Musa_acuminata	58.61510000000001	90.7616	64.97	81.05	39.191900000000004	79.5379	81.1057	103.06200000000001
MUSA b	Zingiberales	Musa_balbisiana	1.31	0.62-3.00	74.73	74.97	74.9	64.97-84.93	72.94	72.06	64.97-81.05	Wurfbainia_villosa, Lanxangia_tsaoko, Zingiber_officinale, Ensete_ventricosum, Ensete_glaucum, Musa_balbisiana, Musa_acuminata	58.61510000000001	90.7616	64.97	81.05	39.191900000000004	79.5379	81.1057	103.06200000000001
AREC	Arecaceae	Cocos_nucifera	0.33	0.18-0.55	45.55	44.83	43.04	28.61-61.77	45.82	47.67	39.87 - 55.20	Calamus_simplicifolius, Daemonorops_jenkinsiana, Cocos_nucifera, Elaeis_guineensis, Areca_catechu, Phoenix_dactylifera	51.91460000000001	90.7616	39.87	55.2	31.677899999999998	74.36789999999999	81.1057	103.06200000000001
AREC	Arecaceae	Phoenix_dactylifera	0.28	0.16-0.36	38.83	37.82	35.86	22.27-55.20	45.82	47.67	39.87 - 55.20	Calamus_simplicifolius, Daemonorops_jenkinsiana, Cocos_nucifera, Elaeis_guineensis, Areca_catechu, Phoenix_dactylifera	51.91460000000001	90.7616	39.87	55.2	31.677899999999998	74.36789999999999	81.1057	103.06200000000001
AREC	Arecaceae	Areca_catechu	0.35	0.18-0.54	49.23	48.96	48.09	33.01-65.45	45.82	47.67	39.87 - 55.20	Calamus_simplicifolius, Daemonorops_jenkinsiana, Cocos_nucifera, Elaeis_guineensis, Areca_catechu, Phoenix_dactylifera	51.91460000000001	90.7616	39.87	55.2	31.677899999999998	74.36789999999999	81.1057	103.06200000000001
AREC	Arecaceae	Elaeis_guineensis	0.3	0.19-0.42	43.3	42.61	38.3	25.96-60.48	45.82	47.67	39.87 - 55.20	Calamus_simplicifolius, Daemonorops_jenkinsiana, Cocos_nucifera, Elaeis_guineensis, Areca_catechu, Phoenix_dactylifera	51.91460000000001	90.7616	39.87	55.2	31.677899999999998	74.36789999999999	81.1057	103.06200000000001
AREC	Arecaceae	Daemonorops_jenkinsiana	0.37	0.18-0.71	53.65	53.74	53.39	38.58-69.04	45.82	47.67	39.87 - 55.20	Calamus_simplicifolius, Daemonorops_jenkinsiana, Cocos_nucifera, Elaeis_guineensis, Areca_catechu, Phoenix_dactylifera	51.91460000000001	90.7616	39.87	55.2	31.677899999999998	74.36789999999999	81.1057	103.06200000000001
AREC	Arecaceae	Calamus_simplicifolius	0.38	0.19-0.74	55.48	55.81	56.41	39.87-70.79	45.82	47.67	39.87 - 55.20	Calamus_simplicifolius, Daemonorops_jenkinsiana, Cocos_nucifera, Elaeis_guineensis, Areca_catechu, Phoenix_dactylifera	51.91460000000001	90.7616	39.87	55.2	31.677899999999998	74.36789999999999	81.1057	103.06200000000001
ASPA	Asparagus	Asparagus_setaceus	0.56	0.28-1.14	52.68	52.31	52.29	35.59-68.12	52.11	52.85	36.45-68.12	Asparagus_officinalis, Asparagus_setaceus	46.40230000000001	71.83440000000002	36.45	68.12	22.7261	71.2245	49.1956	94.9859
ASPA	Asparagus	Asparagus_officinalis	0.62	0.33-1.14	53.02	52.69	51.92	36.45-70.36	52.11	52.85	36.45-68.12	Asparagus_officinalis, Asparagus_setaceus	46.40230000000001	71.83440000000002	36.45	68.12	22.7261	71.2245	49.1956	94.9859
ARAC a	Araceae	Spirodela_polyrhiza	1.39	0.71-3.00	91.94	92.48	92.65	79.50-106.51	92.32	89.21	82.35-100.54	Spirodela_polyrhiza, Spirodela_intermedia, Lemna_minor, Lemna_minuta, Wolffia_australiana, Pistia_stratiotes, Amorphophallus_konjac, Zantedeschia_elliottiana	80.33449999999998	105.91519999999998	82.35	100.54	60.1599	101.823	91.28150000000001	120.24999999999999
ARAC a	Araceae	Zantedeschia_elliottiana	0.7	0.39-1.26	81.42	83.9	89.12	59.18-100.54	92.32	89.21	82.35-100.54	Spirodela_polyrhiza, Spirodela_intermedia, Lemna_minor, Lemna_minuta, Wolffia_australiana, Pistia_stratiotes, Amorphophallus_konjac, Zantedeschia_elliottiana	80.33449999999998	105.91519999999998	82.35	100.54	60.1599	101.823	91.28150000000001	120.24999999999999
ARAC a	Araceae	Pistia_stratiotes	1.42	0.82-2.57	94.27	94.77	95.24	82.35-107.88	92.32	89.21	82.35-100.54	Spirodela_polyrhiza, Spirodela_intermedia, Lemna_minor, Lemna_minuta, Wolffia_australiana, Pistia_stratiotes, Amorphophallus_konjac, Zantedeschia_elliottiana	80.33449999999998	105.91519999999998	82.35	100.54	60.1599	101.823	91.28150000000001	120.24999999999999
ARAC b	Araceae	Spirodela_polyrhiza	1.5	0.84-3.00	92.24	92.95	93.02	79.62-106.95	93.43	90.41	85.29-100.56	Spirodela_polyrhiza, Spirodela_intermedia, Lemna_minor, Lemna_minuta, Wolffia_australiana, Pistia_stratiotes, Amorphophallus_konjac, Zantedeschia_elliottiana	80.33449999999998	105.91519999999998	85.29	100.56	60.1599	101.823	91.28150000000001	120.24999999999999
ARAC b	Araceae	Zantedeschia_elliottiana	0.65	0.32-1.55	81.88	84.55	88.8	59.03- 100.56	93.43	90.41	85.29-100.56	Spirodela_polyrhiza, Spirodela_intermedia, Lemna_minor, Lemna_minuta, Wolffia_australiana, Pistia_stratiotes, Amorphophallus_konjac, Zantedeschia_elliottiana	80.33449999999998	105.91519999999998	85.29	100.56	60.1599	101.823	91.28150000000001	120.24999999999999
ARAC b	Araceae	Pistia_stratiotes	1.44	0.70-3.00	97.1	97.44	98.43	85.29-109.35	93.43	90.41	85.29-100.56	Spirodela_polyrhiza, Spirodela_intermedia, Lemna_minor, Lemna_minuta, Wolffia_australiana, Pistia_stratiotes, Amorphophallus_konjac, Zantedeschia_elliottiana	80.33449999999998	105.91519999999998	85.29	100.56	60.1599	101.823	91.28150000000001	120.24999999999999
LAUR a	Lauraceae	Persea_americana	0.51	0.00-1.94	88.38	89.67	91.42	68.84- 105.87	91.63	87.46	68.84-105.70	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae	41.0669	78.88539999999999	68.84	105.7	17.810000000000002	63.5221	43.434200000000004	110.648
LAUR a	Lauraceae	Cinnamomum_kanehirae	0.54	0.00-2.37	86.61	88.24	91.96	65.85- 105.70	91.63	87.46	68.84-105.70	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae	41.0669	78.88539999999999	68.84	105.7	17.810000000000002	63.5221	43.434200000000004	110.648
LAUR a	Lauraceae	Phoebe_bournei	0.56	0.00-2.27	87.39	88.85	91.93	68.32-106.11	91.63	87.46	68.84-105.70	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae	41.0669	78.88539999999999	68.84	105.7	17.810000000000002	63.5221	43.434200000000004	110.648
LAUR b	Laurales+Magnoliales	Persea_americana	0.89	0.28-2.69	110.59	110.76	111.17	97.85-122.83	110.48	109.98	98.56-120.51	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae, Chimonanthus_salicifolius, Liriodendron_tulipifera, Liriodendron_chinense, Magnolia_biondii	117.45209999999999	128.6036	98.56	120.51	105.02100000000002	130.554	118.943	141.042
LAUR b	Laurales+Magnoliales	Cinnamomum_kanehirae	0.88	0.30-3.00	109.37	109.47	109.7	94.91-124.30	110.48	109.98	98.56-120.51	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae, Chimonanthus_salicifolius, Liriodendron_tulipifera, Liriodendron_chinense, Magnolia_biondii	117.45209999999999	128.6036	98.56	120.51	105.02100000000002	130.554	118.943	141.042
LAUR b	Laurales+Magnoliales	Phoebe_bournei	0.92	0.11-3.00	106.2	106.47	107.14	92.89-120.51	110.48	109.98	98.56-120.51	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae, Chimonanthus_salicifolius, Liriodendron_tulipifera, Liriodendron_chinense, Magnolia_biondii	117.45209999999999	128.6036	98.56	120.51	105.02100000000002	130.554	118.943	141.042
LAUR b	Laurales+Magnoliales	Magnolia_biondii	0.71	0.42-1.64	111.88	112.06	112.85	98.50-126.39	110.48	109.98	98.56-120.51	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae, Chimonanthus_salicifolius, Liriodendron_tulipifera, Liriodendron_chinense, Magnolia_biondii	117.45209999999999	128.6036	98.56	120.51	105.02100000000002	130.554	118.943	141.042
LAUR b	Laurales+Magnoliales	Liriodendron_chinense	0.71	0.37-1.66	111.88	111.94	111.5	98.56-125.48	110.48	109.98	98.56-120.51	Persea_americana, Phoebe_bournei, Cinnamomum_kanehirae, Chimonanthus_salicifolius, Liriodendron_tulipifera, Liriodendron_chinense, Magnolia_biondii	117.45209999999999	128.6036	98.56	120.51	105.02100000000002	130.554	118.943	141.042
NYMP	Partial Nymphaeales	Nymphaea_colorata	0.9	0.58-1.50	100.82	100.55	98.65	70.24-132.13	98.65	100.82	70.24-132.13	Nymphaea_thermarum, Nymphaea_colorata, Euryale_ferox, Brasenia_schreberi	71.4435	187.8528	70.24	132.13	35.1885	116.803	151.68	228.717
ACOR	Acorus	Acorus_americanus	0.43	0.26-0.70	53.49	52.11	50.22	31.00-74.14	50.22	53.49	31.00-74.14	Acorus_tatarinowii, Acorus_americanus	23.85250000000001	127.4702	31.0	74.14	4.701029999999999	50.915299999999995	120.044	133.529
DIOS	Dioscoreaceae	Dioscorea_alata	1.06	0.54-2.52	78.84	79.04	78.05	66.68-91.10	73.32	73.7	66.68 - 82.72	Trichopus_zeylanicus, Dioscorea_rotundata, Dioscorea_alata	42.943	64.45939999999999	66.68	82.72	21.1898	66.82979999999999	49.3632	100.784
DIOS	Dioscoreaceae	Trichopus_zeylanicus	0.92	0.50-1.86	68.55	68.75	68.29	54.14-82.72	73.32	73.7	66.68 - 82.72	Trichopus_zeylanicus, Dioscorea_rotundata, Dioscorea_alata	42.943	64.45939999999999	66.68	82.72	21.1898	66.82979999999999	49.3632	100.784
TRIC	Trichopus	Trichopus_zeylanicus	0.3	0.12-0.81	36.49	35.91	34.36	24.33-48.31	34.36	36.49	24.33-48.31	Trichopus_zeylanicus	-0.0001000000000139778	42.943	24.33	48.31	0.0	66.82979999999999	21.1898	66.82979999999999
